university_id,university,country,founded_year,age_2026,roots_year,history_note,official_website,source_url,source_type,verification_status
131,"Tec de Monterrey, Campus Querétaro",Mexico,1943,83,,Tecnológico de Monterrey was founded in 1943; the CBS entries are individual Tec campuses.,https://tec.mx/,https://tec.mx/es/conocenos/nuestra-historia,Official university website,verified_official
132,"Tec de Monterrey, Campus Santa Fe",Mexico,1943,83,,Tecnológico de Monterrey was founded in 1943; the CBS entries are individual Tec campuses.,https://tec.mx/,https://tec.mx/es/conocenos/nuestra-historia,Official university website,verified_official
133,Al Akhawayn University,Morocco,1993,33,,Founded in 1993 by Royal Dahir (decree); opened to students in January 1995.,https://aui.ma/,https://aui.ma/about-aui,Official university website,verified_official
134,Rabat Business School,Morocco,2010,16,,Founded in 2010.,,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=913&relation_id=1989&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
135,Erasmus Universiteit Rotterdam,Netherlands,1973,53,1913.0,Current institution dates to 1973; institutional roots date to 1913.,https://www.rsm.nl/rsm-for-your-exchange/bachelor-exchange/programme-overview/courses/,https://www.eur.nl/en/about-university/organisation/history,Official university website,verified_official
136,Maastricht University,Netherlands,1976,50,,Founded in 1976.,https://www.maastrichtuniversity.nl/,https://www.maastrichtuniversity.nl/about-um/organisation/maastricht-university-history,Official university website,verified_official
137,Radboud Universiteit Nijmegen,Netherlands,1923,103,,Founded in 1923.,https://www.ru.nl/en/education/more-education-and-training/courses-for-exchange-students/exchange-courses-and-contact-information,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=189&relation_id=320&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
138,Tilburg University,Netherlands,1927,99,,Founded in 1927.,https://www.tilburguniversity.edu/,https://www.tilburguniversity.edu/about/history-and-academic-heritage/history,Official university website,verified_official
139,Universiteit Utrecht,Netherlands,1636,390,,Founded in 1636.,,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=182&relation_id=328&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
140,Universiteit van Amsterdam,Netherlands,1632,394,,Founded in 1632.,https://www.uva.nl/en,https://www.uva.nl/en/about-the-uva/about-the-university/history/history.html,Official university website,verified_official
141,University of Groningen,Netherlands,1614,412,,Founded in 1614.,https://www.rug.nl/,https://www.rug.nl/museum/history/?lang=en,Official university website,verified_official
142,Vrije Universiteit Amsterdam,Netherlands,1880,146,,Founded in 1880.,,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=187&relation_id=329&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
143,Auckland University of Technology,New Zealand,2000,26,1895,Auckland University of Technology was established as a university in 2000; its institutional predecessors date to 1895.,https://www.aut.ac.nz/,https://www.aut.ac.nz/about/auts-leadership/fact-and-figures-about-aut,Official university website,verified_official
144,Lincoln University,New Zealand,1878,148,,Founded in 1878.,http://www.lincoln.ac.nz/Study/Courses/?CourseCode=ACCT%20101,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=190&relation_id=1377&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
145,University of Canterbury,New Zealand,1873,153,,Established in 1873.,https://www.canterbury.ac.nz/,https://www.canterbury.ac.nz/about-uc/our-story/our-history,Official university website,verified_official
146,University of Otago,New Zealand,1869,157,,Founded in 1869.,http://www.otago.ac.nz/courses/subjects/index.html,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=191&relation_id=1378&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
147,Victoria University of Wellington,New Zealand,1897,129,,Founded in 1897.,https://www.victoria.ac.nz/home/study/leadership-programmes/vilp,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=192&relation_id=334&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
148,BI Norwegian Business School,Norway,1943,83,,Founded in 1943.,https://www.flickr.com/photos/handelshoyskolenbi/albums/,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=194&relation_id=335&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
149,Norwegian School of Economics,Norway,1936,90,,Founded in 1936.,https://www.nhh.no/en/about-nhh/accreditations/,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=195&relation_id=337&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
150,Universidad ESAN,Peru,1963,63,,Founded in 1963.,https://sites.google.com/a/ue.edu.pe/exchange-programs/courses-taught-in-english-1,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=197&relation_id=339&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
151,Universidad San Ignacio de Loyola (USIL),Peru,1995,31,,Founded in 1995.,https://usil.edu.pe/,https://usil.edu.pe/posgrado/informacion-institucional/,Official university website,verified_official
152,Kozminski University,Poland,1993,33,,Founded in 1993.,,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=640&relation_id=592&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
153,ISCTE - Instituto Universitário de Lisboa,Portugal,1972,54,,Founded in 1972.,https://www.iscte-iul.pt/conteudos/international/student-exchange/1892/courses,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=823&relation_id=1850&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
154,Universidade Católica Portuguesa,Portugal,1967,59,,Established in 1967.,https://www.ucp.pt/,https://www.ucp.pt/aboutinstitutional/history,Official university website,verified_official
155,Universidade Católica Portuguesa,Portugal,1967,59,,Established in 1967.,https://www.ucp.pt/,https://www.ucp.pt/aboutinstitutional/history,Official university website,verified_official
156,Universidade de Lisboa,Portugal,2013,13,1911,The present Universidade de Lisboa was created in 2013 by the merger of the University of Lisbon and the Technical University of Lisbon; the former University of Lisbon dates to 1911.,https://www.ulisboa.pt/,https://www.ulisboa.pt/info/history,Official university website,verified_official
157,Universidade Nova de Lisboa,Portugal,1973,53,,Founded on 11 August 1973.,https://www.unl.pt/en,https://www.unl.pt/en/sobre/historia/,Official university website,verified_official
158,Nanyang Technological University,Singapore,1991,35,1981,"Nanyang Technological University was inaugurated in 1991; its immediate predecessor, Nanyang Technological Institute, dates to 1981.",https://www.ntu.edu.sg/,https://www.ntu.edu.sg/about-us/history,Official university website,verified_official
159,National University of Singapore,Singapore,1905,121,,NUS traces its institutional roots to a medical school founded in 1905; the National University of Singapore in its current form was established in 1980.,https://nus.edu.sg/,https://nus.edu.sg/about/founded-by-the-community,Official university website,verified_official
160,Singapore Management University,Singapore,2000,26,,Founded in 2000.,https://www.smu.edu.sg/global/study-in-smu,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=208&relation_id=368&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
161,University of Ljubljana,Slovenia,1919,107,,Founded in 1919.,,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=867&relation_id=1950&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
162,Chung-Ang University,South Korea,1918,108,,Founded in 1918.,,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=743&relation_id=1454&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
163,Ewha Womans University,South Korea,1886,140,,Founded in 1886.,http://www.ewha.ac.kr/mbs/ewhaen/subview.jsp?id=ewhaen_031103000000,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=167&relation_id=291&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
164,Korea University,South Korea,1905,121,,Founded in 1905.,http://www.korea.edu/,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=170&relation_id=293&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
165,Korea University,South Korea,1905,121,,Founded in 1905.,http://www.korea.edu/,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=170&relation_id=293&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
166,Yonsei University,South Korea,1885,141,,Founded in 1885.,,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=168&relation_id=298&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
167,IE University,Spain,1997,29,,IE University was established under Spanish law in 1997.,https://www.ie.edu/university/,https://www.ie.edu/university/regulations-quality/accreditation/,Official university website,verified_official
168,Universidad Carlos III de Madrid,Spain,1989,37,,Established in 1989.,https://www.uc3m.es/,https://www.uc3m.es/about-uc3m/uc3m-history-mission-statement,Official university website,verified_official
169,Universidad CEU San Pablo,Spain,1993,33,,Recognised as Universidad CEU San Pablo in 1993; it was authorised to begin operating in 1994.,https://www.uspceu.com/en,https://www.uspceu.com/en/about-us/our-university-model,Official university website,verified_official
170,"Universidad de Deusto, Campus Bilbao",Spain,1886,140,,Founded in 1886.,https://www.deusto.es/en/home/international/international-students/physical-mobility,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=222&relation_id=385&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
171,"Universidad de Deusto, Campus San Sebastian",Spain,1886,140,,Founded in 1886.,https://www.deusto.es/en/home/international/international-students/physical-mobility,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=222&relation_id=385&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
172,Universidad de Navarra,Spain,1952,74,,Founded in 1952.,https://en.unav.edu/,https://en.unav.edu/about-the-university/our-history,Official university website,verified_official
173,Universidad Pontificia Comillas de Madrid (ICADE),Spain,1890,136,,The university traces its origins to 1890.,https://www.comillas.edu/en/,https://www.comillas.edu/en/historia-y-compania-de-jesus/,Official university website,verified_official
174,Universidad Rey Juan Carlos,Spain,1996,30,,Created by law in 1996; academic activity began in 1997.,https://www.urjc.es/,https://www.urjc.es/25-aniversario,Official university website,verified_official
175,Universitat Autònoma de Barcelona (UAB),Spain,1968,58,,Founded in 1968.,http://www.uab.cat/economia-empresa/english/,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=343&relation_id=635&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
176,Universitat de Barcelona,Spain,1450,576,,Founded in 1450.,https://web.ub.edu/en/,https://web.ub.edu/en/web/la-nostra-historia/historical-university,Official university website,verified_official
177,Universitat de València,Spain,1499,527,,Founded in 1499.,,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=219&relation_id=407&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
178,Universitat Pompeu Fabra,Spain,1990,36,,Founded in 1990.,https://www.esci.upf.edu/en/bachelors-degree-in-international-business-and-marketing/bdibm-programme,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=788&relation_id=410&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
179,Universitat Pompeu Fabra,Spain,1990,36,,Created in 1990.,https://www.upf.edu/,https://www.upf.edu/en/web/universitat/historia-de-la-upf,Official university website,verified_official
180,Universitat Ramon Llull,Spain,1958,68,,"The CBS partner is ESADE Business School, which was created in 1958; ESADE later joined Universitat Ramon Llull.",https://www.url.edu/en,https://www.url.edu/en/url/institution/history,Official university website,verified_official
181,Universitat Ramon Llull,Spain,1958,68,,"The CBS partner is ESADE Business School, which was created in 1958; ESADE later joined Universitat Ramon Llull.",https://www.url.edu/en,https://www.url.edu/en/url/institution/history,Official university website,verified_official
182,Lund University,Sweden,1666,360,,Founded in 1666.,https://www.lunduniversity.lu.se/,https://www.lunduniversity.lu.se/about-lund-university/about-lund-university,Official university website,verified_official
183,Stockholm School of Economics,Sweden,1909,117,,Founded in 1909.,https://www.hhs.se/en/,https://www.hhs.se/about-us/history/,Official university website,verified_official
184,Stockholm University,Sweden,1878,148,,Founded in 1878.,https://www.su.se/english/about-the-university/university-facts/stockholm-university-in-world-ranking-tables,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=237&relation_id=417&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
185,University of Gothenburg,Sweden,1891,135,,Founded in 1891.,https://www.gu.se/en,https://www.gu.se/en/about-the-university-of-gothenburg/organisation/facts-and-figures,Official university website,verified_official
186,Uppsala universitet,Sweden,1477,549,,Founded in 1477.,https://www.uu.se/en/about-uu/rankings,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=235&relation_id=420&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
187,Université de Genève,Switzerland,1559,467,,Founded in 1559.,https://pgc.unige.ch/main/home?year=2022,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=244&relation_id=1606&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
188,Université de Lausanne,Switzerland,1537,489,,Founded in 1537.,https://www.unil.ch/hec/en/home/menuinst/bachelors/programmes-dechange/etudiants-incoming/choix-de-cours/cours-pour-etudiants-en-echange.html,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=243&relation_id=423&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
189,Universität Bern,Switzerland,1834,192,,Founded in 1834.,https://www.unibe.ch/,https://www.unibe.ch/university/university_for_everyone/dies_academicus/history/index_eng.html,Official university website,verified_official
190,Universität St. Gallen,Switzerland,1898,128,,Founded in 1898.,https://www.unisg.ch/en/,https://www.unisg.ch/en/university/about-us/history/,Official university website,verified_official
191,Universität Zürich,Switzerland,1833,193,,Founded in 1833.,http://www.courses.uzh.ch,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=653&relation_id=1379&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
192,National Chengchi University (NCCU),Taiwan,1927,99,,NCCU traces its founding to 1927; it was re-established in Taiwan in 1954.,https://www.nccu.edu.tw/,https://archive.lib.nccu.edu.tw/p/404-1003-1488.php?Lang=en,Official university website,verified_official
193,National Taiwan University (NTU),Taiwan,1928,98,,Founded in 1928.,https://management.ntu.edu.tw/en/ia/IncomingExchange/AcademicInformation/AcaOverview,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=249&relation_id=437&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
194,Soochow University,Taiwan,1900,126,,Founded in 1900.,http://icae.scu.edu.tw/index.php/en/incoming/intro,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=251&relation_id=439&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
195,Chulalongkorn University,Thailand,1917,109,,Founded in 1917.,http://bba.acc.chula.ac.th/index.php/2014-06-27-06-11-06/exchange-incoming,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=254&relation_id=441&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
196,Chulalongkorn University,Thailand,1917,109,,Founded in 1917.,http://bba.acc.chula.ac.th/index.php/2014-06-27-06-11-06/exchange-incoming,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=254&relation_id=441&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
197,Thammasat University,Thailand,1934,92,,Founded in 1934.,http://www.bba.bus.tu.ac.th/coursedescription.php,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=253&relation_id=446&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
198,Istanbul Bilgi University,Turkey,1996,30,,Established in 1996.,https://www.bilgi.edu.tr/en/,https://www.bilgi.edu.tr/en/university/about/history/,Official university website,verified_official
199,Koc University,Turkey,1993,33,,Founded in 1993.,https://oip.ku.edu.tr/mobility-programs/incoming/students/erasmus-study/,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=257&relation_id=450&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
200,Sabanci University,Turkey,1994,32,,Sabancı University dates its founding project to 1994; students first enrolled in 1999.,https://sabanciuniv.edu/en,https://sabanciuniv.edu/en/about,Official university website,verified_official
201,Aston University,United Kingdom,1895,131,,Aston traces its institutional beginning to the Birmingham Municipal Technical School in 1895; university status followed in 1966.,https://www.aston.ac.uk/,https://www.aston.ac.uk/about/history/,Official university website,verified_official
202,Cardiff University,United Kingdom,1883,143,,Founded in 1883.,https://www.cardiff.ac.uk/,https://www.cardiff.ac.uk/about/our-profile,Official university website,verified_official
203,"City St. George's, University of London",United Kingdom,2024,2,,"City St George's, University of London came into being through the 2024 merger of City, University of London and St George's, University of London.",https://www.citystgeorges.ac.uk/,https://www.citystgeorges.ac.uk/about/merger-st-georges,Official university website,verified_official
204,"European Business School (EBS) London, Regent's University London",United Kingdom,1985,41,,The European Business School arrived at the Regent's Park campus in 1985; it is now part of Regent's University London.,https://www.regents.ac.uk/,https://www.regents.ac.uk/about/history-of-regents,Official university website,verified_official
205,King's College London,United Kingdom,1829,197,,Founded in 1829.,http://www.kcl.ac.uk/campuslife/campuses/strand/Strand.aspx,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=679&relation_id=671&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
206,London Metropolitan University,United Kingdom,2002,24,1848.0,Current institution dates to 2002; institutional roots date to 1848.,http://www.londonmet.ac.uk/courses/,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=281&relation_id=461&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
207,Oxford Brookes University,United Kingdom,1992,34,1865,The institution was named Oxford Brookes University in 1992; its roots go back to the Oxford School of Art founded in 1865.,https://www.brookes.ac.uk/,https://www.brookes.ac.uk/about-brookes/history,Official university website,verified_official
208,Regent's University London,United Kingdom,1984,42,,Regent's College was founded in 1984; it later became Regent's University London.,https://www.regents.ac.uk/,https://www.regents.ac.uk/about/history-of-regents,Official university website,verified_official
209,The University of Manchester,United Kingdom,2004,22,1824,The University of Manchester in its present form was created in 2004 by merger; its predecessor institutions have 19th-century roots.,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/about/history-heritage/history/,Official university website,verified_official
210,University of Aberdeen,United Kingdom,1495,531,,Founded in 1495.,https://www.abdn.ac.uk/mist/apps/catalogue,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=272&relation_id=349&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
211,University of Bath,United Kingdom,1966,60,,Established as a university by Royal Charter in 1966.,https://www.bath.ac.uk/,https://www.bath.ac.uk/corporate-information/the-story-of-the-university/,Official university website,verified_official
212,University of Bristol,United Kingdom,1876,150,,"Founded in 1876 as University College, Bristol.",https://www.bristol.ac.uk/,https://www.bristol.ac.uk/university/facts/,Official university website,verified_official
213,University of Edinburgh,United Kingdom,1583,443,,Founded in 1583.,https://www.ed.ac.uk/global/study-abroad/courses-credits,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=266&relation_id=354&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
214,University of Essex,United Kingdom,1964,62,,The University of Essex welcomed its first students in 1964.,https://www.essex.ac.uk/,https://www.essex.ac.uk/about/university/our-history,Official university website,verified_official
215,University of Exeter,United Kingdom,1955,71,1855,Officially founded in 1955; institutional roots include the Exeter School of Art founded in 1855.,https://www.exeter.ac.uk/,https://www.exeter.ac.uk/about/ourstory/,Official university website,verified_official
216,University of Glasgow,United Kingdom,1451,575,,Founded in 1451.,https://www.gla.ac.uk/schools/business/international/studyabroad/incoming/,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=680&relation_id=672&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
217,University of Leeds,United Kingdom,1904,122,,Founded in 1904.,http://webprod3.leeds.ac.uk/catalogue/modulesearch.asp?L=UG&Y=201415&F=M&E=LUBS&N=LUBS&SA=on&S=&A=any,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=280&relation_id=488&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
218,University of Leicester,United Kingdom,1921,105,,"Founded in 1921 as Leicester, Leicestershire and Rutland University College.",https://le.ac.uk/,https://le.ac.uk/about/history/campus-history,Official university website,verified_official
219,University of Liverpool,United Kingdom,1881,145,,Founded in 1881.,https://www.liv.ac.uk/management/undergraduate/study-abroad/incoming/,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=279&relation_id=477&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
220,University of Sheffield,United Kingdom,1905,121,,Founded as the University of Sheffield by Royal Charter in 1905.,https://www.sheffield.ac.uk/,https://www.sheffield.ac.uk/about/history,Official university website,verified_official
221,University of Sheffield,United Kingdom,1905,121,,Founded as the University of Sheffield by Royal Charter in 1905.,https://www.sheffield.ac.uk/,https://www.sheffield.ac.uk/about/history,Official university website,verified_official
222,University of Strathclyde Glasgow,United Kingdom,1796,230,,Strathclyde traces its founding to John Anderson's institution in 1796.,https://www.strath.ac.uk/,https://www.strath.ac.uk/whystrathclyde/strathclyde2030/introductiontostrathclyde2030/,Official university website,verified_official
223,University of Warwick,United Kingdom,1965,61,,Received its Royal Charter in 1965.,https://warwick.ac.uk/,https://warwick.ac.uk/services/gov/calendar/historicalnote/,Official university website,verified_official
224,University of Westminster,United Kingdom,1838,188,,The University of Westminster traces its heritage to the Polytechnic Institution founded in 1838.,https://www.westminster.ac.uk/,https://www.westminster.ac.uk/about-us/our-university/our-heritage,Official university website,verified_official
225,University of Westminster,United Kingdom,1838,188,,The University of Westminster traces its heritage to the Polytechnic Institution founded in 1838.,https://www.westminster.ac.uk/,https://www.westminster.ac.uk/about-us/our-university/our-heritage,Official university website,verified_official
226,Arizona State University,United States,1885,141,,"ASU's predecessor, the Territorial Normal School, was established in 1885.",https://www.asu.edu/,https://www.asu.edu/about/university-history-and-milestones,Official university website,verified_official
227,Babson College,United States,1919,107,,Founded in 1919 as the Babson Institute.,https://www.babson.edu/,https://www.babson.edu/about/babson-at-a-glance/our-story/babson-college-history/,Official university website,verified_official
228,Bentley University,United States,1917,109,,Founded in 1917.,https://www.bentley.edu/,https://www.bentley.edu/about/bentley-education/history,Official university website,verified_official
229,Boston College,United States,1863,163,,Founded in 1863.,https://www.bc.edu/,https://www.bc.edu/bc-web/about/mission.html,Official university website,verified_official
230,Boston University,United States,1839,187,,Boston University dates its founding to 1839; it was formally chartered as Boston University in 1869.,https://www.bu.edu/,https://www.bu.edu/values/,Official university website,verified_official
231,City University of New York,United States,1919,107,1847,The CBS agreement is with Baruch College's Zicklin School of Business. Baruch's School of Business and Civic Administration was established in 1919; Baruch traces broader roots to the Free Academy of 1847.,https://www.baruch.cuny.edu/,https://www.baruch.cuny.edu/welcome-to-baruch/,Official university website,verified_official
232,Cornell University,United States,1865,161,,Founded in 1865.,https://www.cornell.edu/,https://faq.enrollment.cornell.edu/kb/article/224-when-was-cornell-founded/,Official university website,verified_official
233,Cornell University,United States,1865,161,,Founded in 1865.,https://www.cornell.edu/,https://faq.enrollment.cornell.edu/kb/article/224-when-was-cornell-founded/,Official university website,verified_official
234,Emory University,United States,1836,190,,Founded in 1836.,https://www.emory.edu/,https://www.emory.edu/about/history,Official university website,verified_official
235,George Washington University,United States,1821,205,,Founded in 1821 as Columbian College.,https://www.gwu.edu/,https://irp.gwu.edu/history,Official university website,verified_official
236,Indiana University,United States,1820,206,,Founded in 1820.,https://kelley.iu.edu/facultyglobal/courses/courses.cfm,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=293&relation_id=666&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
237,New York University,United States,1831,195,,Founded in 1831.,https://www.nyu.edu/,https://bulletins.nyu.edu/nyu/about/,Official university website,verified_official
238,North Carolina State University,United States,1887,139,,Founded on 7 March 1887.,https://www.ncsu.edu/,https://catalog.ncsu.edu/about/,Official university website,verified_official
239,Ohio State University,United States,1870,156,,Founded in 1870 as the Ohio Agricultural and Mechanical College.,https://www.osu.edu/,https://library.osu.edu/anniversary-celebrations/founding-of-ohio-state-faqs,Official university website,verified_official
240,Purdue University,United States,1869,157,,Founded in 1869.,https://www.purdue.edu/,https://www.purdue.edu/gradschool/about/,Official university website,verified_official
241,"State University of New York, Stony Brook",United States,1957,69,,Established in 1957.,https://www.stonybrook.edu/,https://www.stonybrook.edu/about/history/index.html,Official university website,verified_official
242,Texas A&M University,United States,1876,150,1871,Texas A&M opened in 1876; the state had established its predecessor college in 1871.,https://www.tamu.edu/,https://www.tamu.edu/about/history.html,Official university website,verified_official
243,Tulane University,United States,1834,192,,Tulane traces its history to the Medical College of Louisiana founded in 1834.,https://tulane.edu/,https://admission.tulane.edu/why-tulane/history,Official university website,verified_official
244,University of Hawaii at Manoa,United States,1907,119,,Founded in 1907.,https://manoa.hawaii.edu/,https://manoa.hawaii.edu/about/history/,Official university website,verified_official
245,University of Maryland,United States,1856,170,,The University of Maryland traces its history to the Maryland Agricultural College chartered in 1856.,https://umd.edu/,https://umd.edu/about/history,Official university website,verified_official
246,University of Michigan,United States,1817,209,,Founded in Detroit in 1817.,https://umich.edu/,https://apps.lib.umich.edu/online-exhibits/exhibits/show/creating-a-campus/creating-a-campus/founding,Official university website,verified_official
247,"University of Minnesota, Twin Cities",United States,1851,175,,Founded in 1851.,https://www.umn.edu/,https://www.umn.edu/about,Official university website,verified_official
248,University of North Carolina at Chapel Hill,United States,1789,237,,Chartered in 1789; the first class was admitted in Chapel Hill in 1795.,https://www.unc.edu/,https://catalog.unc.edu/pdf/2017-18-ugrad.pdf,Official university catalog,verified_official
249,University of Pennsylvania,United States,1740,286,,Penn dates its founding to 1740.,https://www.upenn.edu/,https://www.upenn.edu/about/history,Official university website,verified_official
250,University of Richmond,United States,1830,196,,Founded in 1830.,https://www.richmond.edu/,https://www.richmond.edu/about/,Official university website,verified_official
251,University of South Carolina,United States,1801,225,,Founded in 1801 as South Carolina College.,https://www.sc.edu/,https://www.sc.edu/about/our_history/,Official university website,verified_official
252,University of Southern California,United States,1880,146,,USC opened its doors in 1880.,https://usc.edu/,https://usc.edu/we-are-usc/the-university/our-history/,Official university website,verified_official
253,University of Texas at Austin,United States,1883,143,,Founded in 1883.,https://www.utexas.edu/,https://www.utexas.edu/about-texas,Official university website,verified_official
254,University of Washington,United States,1861,165,,Founded in 1861.,https://www.washington.edu/,https://www.washington.edu/about/,Official university website,verified_official
255,University of Wisconsin - La Crosse,United States,1909,117,,Founded in 1909.,,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=313&relation_id=562&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
256,University of Wisconsin - Madison,United States,1848,178,,Founded in 1848.,https://www.wisc.edu/,https://www.wisc.edu/about/facts/,Official university website,verified_official
257,Universidad Católica del Uruguay,Uruguay,1985,41,,Founded in 1985.,https://www.ucu.edu.uy/,https://www.ucu.edu.uy/categoria/About-us-428,Official university website,verified_official
258,Universidad de Montevideo,Uruguay,1986,40,,Founded in 1986.,,https://cbs.adv-pub.moveon4.de/partner-universities/?core_id=339&relation_id=491&openwhichtab=relations&hide_elements=true&whichtab=all,CBS MoveON university profile,verified_cbs
